"","Bzone","DailyCO2e_2019","DVMT_2019","DailyCO2e_2045_base","DVMT_2045_base","DailyCO2e_2045_telework","DVMT_2045_telework","hispanic_index","low_income_index","racial_minority_index","age75older_index","nonEnglish_index","disability_index","index","EEA"
"41",1643,45439.482858877,101267.153304896,24826.8587110182,98335.1053016126,20585.2121317632,80975.4364147775,0,0,0,0,0,0,0,0
"42",1644,4819.663843784,11059.323753983,9147.41728746009,34179.3548520072,8060.78351659159,29941.96305114,0,0,0,0,0,0,0,0
"43",1645,16406.393447755,36816.735594985,9640.22681011765,42981.9437257585,8514.96666010411,37454.964991524,0,0,0,0,0,0,0,0
"44",1646,18912.460901463,42312.178849701,12934.5841105155,53559.4641000116,10875.3513971257,44980.2928747317,0,0,0,0,0,0,0,0
"45",1647.01,30414.338910031,67506.691371726,10458.4486838211,45388.089532036,9473.55773108469,40829.4464283101,0,0,0,0,0,0,0,0
"46",1647.02,5629.432221105,12390.736422856,4748.6370161435,22169.1901442498,4071.36752087262,18333.8659095558,0,0,0,0,0,0,0,0
"47",1648,8338.736459074,18953.567882235,4977.29548571111,18758.7649254684,3740.06254132202,14422.7522776245,0,0,0,0,0,0,0,0
"48",1649,19134.516715132,42491.43533062,9736.07601579355,40948.1016317539,8235.25463340304,33907.27965137,0,0,0,0,0,0,0,0
"49",1650,20894.621179068,46930.767707523,11857.6472877221,49570.9343777814,9961.27377359481,40844.0033662049,0,0,0,0,0,0,0,0
"50",1651,8267.304253657,18544.390777599,4774.97279995484,17314.9969618815,4343.42218165671,15452.998255843,0,0,1.63124798111371,0,0,0,1.63124798111371,0
"51",1652.01,11298.064621147,25426.348424243,7266.318270773,31472.8319217447,6443.75007288561,26939.4537492799,0,1.08351305241838,0,0,0,0,1.08351305241838,0
"52",1652.02,35751.509471137,80504.541852797,17430.1178804438,74264.7737496154,15404.1570941017,64323.7756459485,0,1.0839610629425,0,0,0,0,1.0839610629425,0
"53",1653,25110.937096534,55744.489902493,14392.8856655766,52627.5982164674,11963.0524455675,43621.7397836035,0,0,0,0,0,0,0,0
"54",1654.01,8435.201185293,19040.085738449,3544.492447099,12891.5082472466,2966.84020288615,11036.8734726345,0,0,1.63460653056791,0,0,0,1.63460653056791,0
"55",1654.02,7435.302405729,16511.750310964,7193.31647422049,26891.4486575975,6108.11836874329,23054.7745298312,0,0,1.62674058525902,0,0,0,1.62674058525902,0
"56",1655,48945.703960395,109865.852050762,28717.1219565856,112903.28623303,24064.301605361,93811.1407490855,0,0,1.77340484883619,0,1.86731301201889,0,3.64071786085508,0
"57",1656,50641.970142569,113799.986907794,26025.4083415943,106206.018601423,22068.6695409067,89361.8634039093,0,0,0,0,1.54596428196826,0,1.54596428196826,0
"58",1657,21351.823762024,47422.949132856,13260.036690026,54099.5495468737,11105.4413618344,45539.6364482639,0,0,0,0,1.6554747371001,0,1.6554747371001,0
"59",1658,7949.460086398,17900.30480017,5316.21156045383,20916.3071861842,4437.9271276915,17697.4581758315,0,0,1.77682080421767,0,1.88380408014535,0,3.66062488436302,0
"60",1659,31157.511368155,70103.715769583,18681.6722130057,67553.5578212238,15811.0937828795,57209.1787458628,0,0,0,0,0,0,0,0
"61",1660,8398.022594954,18693.397376115,4286.4847845545,18159.5441611916,3666.29665836658,14931.0076833934,0,0,0,0,0,0,0,0
"62",1661,27068.25525219,61401.539641651,15725.6072589807,56375.6017896371,13443.0325103168,48785.9700723795,0,0,0,0,0,0,0,0
"63",1662.01,5876.087926997,13239.947628966,2951.07682191231,11745.1229117327,2303.84689085978,9460.57314005312,0,0,0,0,1.59664618092589,0,1.59664618092589,0
"64",1662.02,8700.702325778,19320.219790414,4901.74207644018,19662.8542887165,3945.90105453473,15416.6561095807,1.50062069047978,0,0,0,1.61120429915381,0,3.11182498963359,0
"65",1662.03,5462.735902995,12075.696001728,4498.11746347121,18580.5328911546,3810.15714652929,15336.3910216382,0,0,0,0,1.61207037633864,0,1.61207037633864,0
"66",1663,27969.728967017,62420.269515447,16606.9209071597,64364.6912755498,13240.4840041291,51776.1276410636,1.50736014046616,1.16666275878677,0,0,1.76520641663452,0,4.43922931588745,1
"67",1664,17663.193826009,39032.551337152,9383.21680249818,35421.3998235079,7334.60624850503,28539.0825154188,1.51651292363514,1.42304171274293,0,0,1.88576166270447,0,4.82531629908254,1
"68",1665.01,58633.638721898,130555.331080211,32112.8495393298,127491.284275177,25966.3358189209,103203.942454667,0,1.2512579628002,0,0,0,0,1.2512579628002,0
"69",1665.02,15800.60206857,35094.127693726,7713.36558055468,29480.3584277723,6611.69532796852,24891.3191093576,0,0,0,0,0,0,0,0
"70",1666,23752.253477365,53572.309705417,13777.2353683084,50892.590349311,11502.3189422489,42269.1032813877,0,0,0,0,0,0,0,0
"71",1667,16487.109753254,37171.864115756,11375.4157612199,42342.1949597607,9760.12169042431,35640.5036253062,0,0,0,0,0,0,0,0
"72",1668,18983.79698378,42493.83228805,11471.1284402681,42000.6276012336,9693.42171144084,35155.0924933847,0,0,0,0,0,0,0,0
"73",1669,22014.100737786,49653.245680787,12730.6618973148,46233.6392339094,11045.1613988377,39978.3352490815,0,0,0,0,0,0,0,0
"74",1670,23146.772689117,52346.392183659,13482.119264589,49088.4046514809,11511.1054314577,41385.0100224999,0,0,0,0,0,0,0,0
"75",1671,39339.967048102,88969.038857922,22478.8558619748,84106.3394083079,19469.023445018,72260.2809574199,0,0,0,0,0,0,0,0
"76",1672.01,23828.061577606,53387.121181843,5244.11471828166,19829.3459451111,4447.02936833018,16327.3232288175,0,0,0,0,0,0,0,0
"77",1672.02,5383.213238725,12132.153310321,8285.06910682759,31559.9758781605,7112.88400245796,26426.9040072756,0,0,0,0,0,0,0,0
"78",1673.01,1863.440717505,4117.08006695,2026.83326061076,8398.04333756694,1710.70886408725,7141.37937162057,0,1.28585816208985,1.52842950907288,0,0,0,2.81428767116274,1
"79",1673.02,5566.985876048,12366.860579007,3326.9365311233,14480.5627793905,3028.33281308559,12707.0614028103,0,1.26107441038354,1.52241357182455,0,0,0,2.78348798220809,1
"80",1673.03,10101.380612664,22316.556541942,5693.85673710492,24016.7777939346,5125.6354756924,21637.565623057,0,1.28627375609467,1.53834667606808,0,0,0,2.82462043216274,1
"81",1674,40625.414522616,92054.044417178,23432.3039293103,86533.2054316793,20033.5001436276,73465.3083774214,0,0,0,0,0,0,0,0
"82",1675.01,15522.305167818,34338.991525597,8925.12458781377,38494.9199053976,7640.11092153049,32626.0099604814,0,1.2859594285767,1.53819721889262,0,0,0,2.82415664746932,1
"83",1675.02,7375.584784691,16144.33759184,13257.9116777302,60009.8938657074,11439.2939711861,50610.6133652258,0,1.28202265605803,1.53535499586346,0,0,0,2.81737765192149,1
"84",1676.01,4814.734741879,10633.827274838,5174.2938023855,22532.597779547,4676.6718847644,20402.7655842534,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"85",1676.02,11032.897084764,24350.267781512,5752.029732367,24758.5062536775,5671.34181938477,22651.2053985464,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"86",1676.03,6172.261307453,13896.517557012,3017.00783323813,12942.5697221453,2561.56112064191,10971.2026209452,0,1.2867109613922,1.53874066236983,0,0,0,2.82545162376203,1
"87",1677,0.000372908,0.001012038,0.000239683467531143,0.00100344523097904,21.8442797499833,62.4346323786939,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"88",1678,4237.354879416,9419.328896132,2251.70199500161,8706.49988508719,2009.61179856392,7658.79277552728,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"89",1679,4569.402714368,9945.256600084,2249.39213394648,8627.07993983968,1978.30792272471,7476.74853515288,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"90",1680,302.922069719,650.201266312,167.370140921925,619.493868204245,161.057665072482,566.319613618801,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"91",1681,3811.315835523,8224.923789635,1938.81097925667,7584.35806195839,1604.20379296435,6225.74403052423,2.53013644405198,1.21618760061775,0,0,1.77247999667615,0,5.51880404134588,1
"92",1682.01,1666.123414483,3650.012974099,887.036309756222,3244.63253905523,827.955964098775,3180.23921825773,2.63600688121295,1.21213008733595,0,0,1.8053175871354,0,5.6534545556843,1
"93",1682.02,1054.74970906,2310.801592947,613.695492179096,2360.62594652358,592.91220826338,2266.32082081464,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"94",1683,5916.37140252,13107.852035625,2749.62366135134,11231.7786394504,2482.70374365251,9333.14350263139,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"95",1684,4374.071542655,9497.205026697,2243.5191455485,8740.57742593105,2171.0972069106,7968.18339528752,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"96",1685,2364.496960627,5272.134881609,1375.62574132637,4998.49376368116,1129.77471182255,4245.50305754909,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"97",1686,15341.333808043,33383.880125,8275.06366471724,32178.0684824992,7412.84688184169,28068.4065979837,2.64114570465751,1.21068691812127,0,0,1.80605202412944,0,5.65788464690822,1
"98",1687,13841.025168519,30666.689724644,7896.133219117,28141.5773486042,7094.84639036897,24355.8915155969,0,0,0,0,0,0,0,0
"99",1688.01,1620.284966232,3556.639554305,917.806438132598,3510.9968332503,721.900887951565,2733.02733438626,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"100",1688.02,3568.068760111,7850.931801776,1676.32211722081,6721.13943688913,1671.77506816063,6352.0254967054,2.64403996071208,1.21162756168879,0,0,1.80767658901255,0,5.66334411141343,1
"101",1688.03,1654.852735566,3550.273818737,844.196077028593,3370.08645183864,921.375929369222,3435.14386195399,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"102",1689.01,1035.379419494,2297.337114769,670.839863600509,2608.48920319065,577.919347116685,2191.83172287901,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"103",1689.02,1989.306533091,4336.255264005,995.264505845486,3844.55894494611,948.327152183378,3766.94812343915,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"104",1689.03,1860.379894159,4074.928942486,1024.21939609954,3991.74942802982,945.590565855876,3492.4672077041,2.64457793444946,1.21180159939088,0,0,1.80797605104216,0,5.6643555848825,1
"105",1690.01,2023.073280385,4541.176548135,1066.17502967149,4079.13247804473,1060.7836666111,3824.91667664121,2.63336280425581,1.20808526885437,0,0,1.80602274469377,0,5.64747081780395,1
"106",1690.02,1854.399490264,3903.297168757,1020.31861311606,3945.24696456756,754.656153506667,2912.30516734404,2.43599396422305,1.15872257944457,0,0,1.73677119344033,0,5.33148773710795,1
"107",1691,2124.738130526,4614.599574512,10226.5705959028,42468.0687316219,8428.84607215309,34817.2543559858,1.61172879256294,0,0,0,0,0,1.61172879256294,0
"108",1692,10813.817365814,23974.55933043,5694.89906590414,22447.1739958269,4586.4275578036,18126.9001717035,0,0,0,0,0,0,0,0
"109",1693,10190.68801655,23003.844958753,5647.02909669702,21934.0092331028,5015.44586155141,19399.6284621942,0,0,0,0,0,0,0,0
"110",1694,29017.915318915,64281.155880378,15214.0444541484,60053.361153127,12768.1417806681,49764.9529001518,0,0,0,0,0,0,0,0
"111",1695,45778.879251978,102236.424262498,29719.6452813317,119531.243776026,24224.8039315915,97316.2008734579,0,0,0,0,0,0,0,0
"112",1696,20676.524995163,45265.335498274,10826.9794337457,50422.1334132237,9711.81730790369,44836.9718439811,0,1.59750431347764,1.77603366084591,0,0,0,3.37353797432354,1
"113",1697,48701.449739281,108269.652709458,32674.3215097223,135439.353716718,26725.9525436183,111952.837718416,0,1.55236119936485,0,0,1.82287092716811,0,3.37523212653296,1
"114",1698,1329.538790023,2922.653538756,677.318708703887,2531.34063895637,565.207446081083,2106.27654248109,0,0,0,0,0,0,0,0
"115",1699,68159.727708078,151689.64907137,37687.3377720463,144635.497763808,30916.5710663237,118485.757117261,0,0,0,0,0,0,0,0
"116",1700,17394.3648684,38633.910655701,10490.714129969,37506.6640195518,8779.7553333682,31088.223811611,0,0,0,0,0,0,0,0
"117",1701,13396.461667121,29960.075042072,8391.16336400749,29717.3988112144,7509.62846409611,26085.2592095845,0,0,0,0,0,0,0,0
"118",1702,4004.068363088,8727.595814105,2894.65877319768,10465.861434116,2482.47946256192,8821.89354623805,0,0,0,0,0,0,0,0
"119",1703,4342.430928054,9632.899144821,3040.75826724201,13215.1601721838,2766.11903866967,11643.2293977892,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"120",1704.01,3831.353731225,8354.922912504,1921.70717338087,7932.09362802795,1655.45355037366,6914.91757972239,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"121",1704.02,3105.655856363,6967.461633348,1530.51973882698,6370.58066566257,1383.98231329387,6105.00801659386,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"122",1704.03,2031.754923249,4611.587531956,2145.7349723673,10141.7099549369,1884.44092877714,8645.37685622236,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"123",1705,13328.325535589,29602.555905048,10778.8167302213,46267.3186164426,9199.48266953624,39252.9326478017,2.68237969240019,1.40407662735601,0,0,2.32666680337991,0,6.41312312313611,1
"124",1706,43585.806158613,96633.638760984,25757.5203966478,102598.36751552,21265.750529685,84010.1303059208,3,2.28835295301719,0,0,2.40430136499126,0,7.69265431800845,1
"125",1707,45879.46835823,104061.303242341,26725.612923182,98969.8468560626,23227.4469030227,84969.4032979303,0,0,0,0,0,0,0,0
"126",1708,12429.493195144,28095.318685965,7482.41649836997,27105.7982357469,6379.96831636435,23105.0220093741,0,0,0,0,0,0,0,0
"127",1709,7737.18388279,17070.237008037,4766.58360612898,16976.5937449681,3816.90595932633,13741.0078423699,0,0,0,0,0,0,0,0
"128",1710,7582.769968224,16800.502179292,4673.1823360387,16758.4085414076,4107.45744061108,14402.6051947773,0,0,0,0,0,0,0,0
"129",1711,8553.568515088,18828.907677487,5163.79317365708,18406.8571312642,4419.12729496486,15446.8650215582,0,0,0,2.01866414498764,0,0,2.01866414498764,0
"130",1712,11474.048013741,25378.130900591,7332.72600417264,26058.7325687038,6081.39910953212,21043.6227823772,0,0,0,0,0,0,0,0
"131",1713,11557.831892183,25730.143747456,6785.35198789477,24478.2743276952,5883.0429852766,20642.8742552442,0,0,0,0,0,0,0,0
"132",1714,13496.118387723,30032.586331839,7857.36913127651,28068.8963700046,7001.17542323026,24465.7006523493,0,0,0,0,0,0,0,0
"133",1715,17536.129693541,39409.910646028,11121.2563954834,40031.5431990493,9800.87409068689,34915.1690865803,0,0,0,0,0,0,0,0
"134",1716,3326.039219192,7467.85560641,2003.43369396414,7131.22307663024,1756.54403569834,6392.31342858946,0,0,0,0,0,0,0,0
"135",1717,35462.885295441,79629.246205544,21029.9664178691,76199.5654899275,17402.2475897802,63079.67017461,0,0,0,0,0,0,0,0
"136",1718,10297.36251565,23180.211613793,6322.48963751397,23142.361503603,5575.24946376258,20051.4401405656,0,0,0,0,0,0,0,0
"137",1719,23750.283072418,52959.569733006,13817.7807892797,49894.6355050173,12448.4572936392,44567.9306875863,0,0,0,0,0,0,0,0
"138",1720,7357.460562673,16426.539484093,4040.77714523471,16036.812611215,3451.57449117284,13765.4106787167,0,1.58897166174691,0,0,0,1.63131616294923,1.58897166174691,0
"139",1721,13839.796870283,30762.908828237,7632.59983040808,30176.3876179249,6411.31877964547,24858.8543880219,0,1.58914701234851,0,0,0,1.6316329321525,1.58914701234851,0
"140",1722,6875.335889522,15159.57821771,3707.1718013155,15109.334997327,3139.01186106014,12623.5799367237,0,1.54443666628547,0,0,0,1.61027024018369,1.54443666628547,0
"141",1723,10920.109153834,24328.900044835,5998.18721246491,23884.7769104223,5417.29304490877,21016.7387479454,0,1.58000334675024,0,0,0,1.62714420665709,1.58000334675024,0
"142",1724,25063.668706021,56053.544699494,14138.3092907717,54734.924928984,12235.2982453052,47213.449091405,0,1.17385669609474,0,0,0,0,1.17385669609474,0
"143",1725.01,1252.419163292,2723.775215275,3481.02638006758,14600.3250803004,2848.69240448806,12062.3486575178,0,1.58205458585976,0,0,0,1.63205149312986,1.58205458585976,0
"144",1725.02,1738.801023877,3923.639899098,2895.41713083464,11428.3227472411,2394.39761264827,9760.27890642226,0,1.59192911574059,0,0,0,1.63267530377965,1.59192911574059,0
"145",1726.01,1317.945092765,2850.857492487,3874.95603265364,15943.2042549851,3265.09025948555,13468.9042302782,0,1.46684162183311,0,0,0,1.5753315120036,1.46684162183311,0
"146",1726.02,1205.686842827,2631.752716564,1500.74722171472,6004.5995533045,1385.63473371726,5215.63366594728,0,1.40135536091496,0,0,0,1.53880900395441,1.40135536091496,0
"147",1727,4180.876376344,9656.167914971,8021.88586280555,31851.5136889047,6164.98813643852,24638.7623825969,0,0,0,0,0,0,0,0
"148",1728.01,5969.609821835,13264.242105276,7200.70361325071,31632.1647475366,5776.37656381979,25727.1545165911,0,0,0,2.09866367339162,0,1.58227826135098,2.09866367339162,1
"149",1728.02,7133.696976203,16276.949025162,6162.45110669198,27623.0839857206,4621.71585886519,20675.6113675368,0,0,0,2.04135913532869,0,1.51730426859408,2.04135913532869,1
"150",1729.01,3023.575447862,6772.477744863,5397.8782007377,21562.0135436457,4481.27595177029,17373.8851579268,0,0,0,0,0,0,0,0
"151",1729.02,2380.768131789,5322.334292909,4435.10381727215,17620.0445344872,3448.98131801198,13625.9894418615,0,0,0,0,0,0,0,0
"152",1730.01,6936.41648427,15526.937965158,6223.60384054945,27862.4884632525,5397.14100962753,23521.72517315,0,0,0,2.09900385364005,0,1.58226163827307,2.09900385364005,1
"153",1730.02,7693.575168353,17309.513638656,6686.25100195215,28473.6646339488,5784.07150284268,24565.8907102464,0,0,0,2.04159676917171,0,1.5174405516252,2.04159676917171,1
"154",1731.01,8985.371250179,20268.509153806,6159.23661085627,26639.0784558504,5248.30943888853,22395.3722101136,0,0,0,0,0,0,0,0
"155",1731.02,8927.540821445,20296.481448197,6427.98569576584,27171.0760642769,5471.81140827217,22885.2546747357,0,0,0,0,0,0,0,0
"156",1731.03,4411.194198531,9771.21597909,3512.93731015103,15513.7789595689,2829.89388889469,12361.2201684188,0,0,0,0,0,0,0,0
"157",1732,80170.994944158,179046.489945915,45509.5981945698,191544.836796124,38152.9750937304,160727.420692049,0,1.67515936081576,0,0,0,0,1.67515936081576,0
"158",1733,42265.63688267,94528.989919047,24004.3191451312,96340.0419753095,20456.860718201,80954.7865006607,0,0,0,0,0,0,0,0
"159",1734,57713.867687272,129250.088801378,32530.0488740044,131174.476641997,27227.0085918344,110332.178352178,0,0,0,0,0,0,0,0
"160",1735,29717.399644527,67243.046840536,17009.5234878841,62077.5354761376,14692.8536204517,53519.3760053502,0,0,0,0,0,0,0,0
"161",1736,35302.416690709,79023.17072015,19061.5007621088,74230.7242088543,15872.6759075263,61077.5296932192,2.84327125595067,0,0,0,1.84456182130916,0,4.68783307725983,0
"162",1737,23783.61641369,52851.942717151,12755.5436396417,51019.9496775189,10777.4596218604,42739.5477151453,0,0,0,0,0,0,0,0
"163",1738,15775.039502401,35340.449506833,7922.29766992167,31905.4815255217,7037.59477675472,27354.3670466444,0,0,0,0,0,0,0,0
"164",1739.01,7882.44634836,17936.536810176,4333.60512688838,17611.8560712994,3692.90325301969,15811.7908455775,0,0,0,0,0,0,0,0
"165",1739.02,5067.594740902,11492.766090922,2743.50313982721,11266.985066484,2328.16034112327,9576.45875602259,0,0,0,0,0,0,0,0
"166",1739.03,5728.261205486,12967.447390429,2524.08837794551,11416.6223932524,2057.2800878978,9109.253406893,0,0,0,0,0,0,0,0
"167",1740,22467.491688504,50084.291332173,20050.6935150788,84395.0121280747,16774.600687349,70124.5374328883,2.51660770153629,1.39807089160686,0,0,2.08881090320735,0,6.0034894963505,1
"168",1741.01,7928.856893134,18012.588112458,6545.04715240362,28074.1627389635,5519.29133440934,23484.6156741629,0,0,0,0,0,0,0,0
"169",1741.02,3483.168694547,7831.450858299,775.141361594091,3531.30421764087,599.753339124703,2667.74916076811,0,0,0,0,0,0,0,0
"170",1741.03,6462.61410697,14495.273904529,3390.06566152454,14069.9136821077,3096.66510290616,12435.3696906681,0,0,0,0,0,0,0,0
"171",1742.01,5054.35232491,11222.093644899,9510.83688819693,40278.1719387068,8013.72502647638,33450.9730730882,2.23828258767195,2.31809687049316,0,0,1.93638637461558,0,6.49276583278069,1
"172",1742.02,3338.470210614,7430.424273763,8307.41456792079,35478.4312535813,6545.62852768783,28137.176260115,2.26829213984303,2.35866644375283,0,0,1.9665922890491,0,6.59355087264497,1
"173",1743,7721.510595558,17207.909140545,4080.42554414946,16682.2531914224,3449.35572135203,14156.274287502,2.2653868333671,2.35466816772946,0,0,1.96361776797448,0,6.58367276907103,1
"174",1744.01,2744.037486831,6167.636363595,3593.07402735541,13548.9688675504,3085.42341707715,11465.0476308862,0,0,0,0,0,0,0,0
"175",1744.02,781.353012115,1770.656180404,1022.5223474539,4003.7345504619,807.352644550196,3173.95120616416,0,0,0,0,0,0,0,0
"176",1745,7504.576638822,16679.403113279,4286.80981453572,15878.8465187773,3457.30181199071,13118.5887852394,0,0,0,0,0,0,0,0
"177",1746,16220.974244151,36383.158375514,9658.90477092325,41873.588809642,8327.7481614316,35266.6338348884,2.15106557214182,1.54117870108525,0,0,2.08045391477043,0,5.77269818799751,1
"178",1747,35513.564991307,78816.898080783,17773.7517210633,74167.3517595709,15055.9628419749,63697.1844082654,2.40767446495009,1.58256704607822,0,0,2.16000663095447,0,6.15024814198278,1
"179",1748,28408.769888173,63466.455837933,14494.3026475824,60939.1576120672,12367.2620630483,51135.9977227878,2.69515881146648,1.40855659256718,0,0,2.33318835337843,0,6.43690375741209,1
"180",1749,4635.178378858,10131.98145755,8663.77975901562,39171.5422203448,7755.60563025652,34780.6365967286,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"181",1750.01,18344.099156576,40502.416051362,5011.16583288044,21304.0497196579,4335.30947648773,18854.184779987,0,0,1.91243319527772,0,0,0,1.91243319527772,0
"182",1750.02,3479.316630844,7646.674215402,2172.19528731466,10316.038519596,1763.94404629497,8165.37459080824,0,0,1.89935828732106,0,0,0,1.89935828732106,0
"183",1750.03,7423.240040046,16390.142924413,3985.92134792578,18013.3922907724,3671.15075824517,15797.7195853903,0,0,1.90795302097591,0,0,0,1.90795302097591,0
"184",1751,24039.525415278,54868.697229192,11609.082117909,54077.2792182022,10040.8079557792,46151.1694892059,0,0,1.81585572200921,0,0,0,1.81585572200921,0
"185",1752.01,23978.866685241,53439.897909051,16247.2102100502,72590.9887339972,13684.4958286196,60591.3376685764,0,1.12515943612862,1.76687434404095,0,2.01594572361318,0,4.90797950378276,1
"186",1752.02,19079.58681522,43810.224800834,9245.24906620813,42251.6706223303,8258.74764496893,36992.1884639072,0,0,1.75737610838069,0,0,0,1.75737610838069,0
"187",1753.01,2010.43957589,4415.443667975,4105.63581262244,18939.1120377693,3743.06639688561,16592.8764927143,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"188",1753.02,4445.594934853,9748.277182426,8698.8134081494,39226.158179574,7413.82169340411,33343.5324857493,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"189",1753.03,2903.343068502,6727.197680753,3271.3027660107,14321.7505916253,2876.09368690972,12459.6611732801,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"190",1754.01,2649.455419839,5957.060044314,1417.98648266401,5934.47972146258,1179.96661633998,5012.21736470763,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"191",1754.02,4285.90763206,9398.981805899,2424.54962755485,10533.431673933,2154.40403178849,9090.26525936007,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"192",1754.03,2664.910531637,5748.319780871,4902.80817959354,22246.2000544474,4326.41042207706,19272.4031894333,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"193",1755,6046.029046342,13498.415705929,13068.4506682547,60991.2366060592,11535.0317347111,52268.6441629991,0,1.28687198592613,1.53884525623757,0,0,0,2.8257172421637,1
"194",1756,13877.283332648,30709.432226128,6639.78788189734,29182.2626235509,5808.5059011799,25484.5459680427,0,1.28227024664592,1.53787160040685,0,0,0,2.82014184705276,1
"195",1757,19523.877304451,44832.810337939,11656.3132296794,43374.1923463333,10211.7737637615,37657.3691049412,0,0,0,0,0,0,0,0
"196",1758,15640.723061033,35386.027661388,9200.8643598016,34121.3144982761,7681.36256353734,28609.9898135004,0,0,0,0,0,0,0,0
"197",1759,20124.422048551,45392.60329947,11826.620711691,42751.5100807198,9644.75267772577,35176.0530284207,0,0,0,0,0,0,0,0
"198",1760,26265.737215185,59937.76513742,15190.3296654596,55925.2149739602,13344.3099630856,48920.2446525175,0,0,0,0,0,0,0,0
"199",1761,30493.842352079,67313.411674522,16031.8279807648,64232.8863249255,13062.8660108346,53242.4692342232,2.24349305543908,2.34139868312593,0,0,1.94753495777315,0,6.53242669633816,1
"200",1762,24922.040161344,56235.094808066,14551.4349271931,52988.6350590511,12466.9118243884,45141.2021348318,0,0,0,0,0,0,0,0
"201",1763,19709.893478689,44078.317148926,11429.1378354735,41362.9404638821,9787.01048626212,35132.9626134196,0,0,0,0,0,0,0,0
"202",1764,19948.276089171,44519.901452489,11297.231315002,40850.5656460151,9611.69052881453,34886.5097548705,0,0,0,0,0,0,0,0
"203",1765,13643.988460624,30584.961651327,8989.6615755907,31954.9431887644,7878.04863624683,27666.1189180165,0,0,0,0,0,0,0,0
"204",1766,20138.860770467,44967.983438438,11943.903453349,42930.6087574728,10365.6301686641,36397.8223845455,0,0,0,1.69842369398624,0,0,1.69842369398624,0
"205",1767,40258.646813848,89765.94309071,32107.1834843173,125766.595005605,26261.8508800203,103950.848087432,0,1.09606235827003,0,1.97448854719848,0,0,3.07055090546851,1
"206",1768,49905.10549059,111454.13452089,26016.290764085,108587.022286747,21632.8392260324,89805.9461946354,0,2.02848866764421,0,0,0,0,2.02848866764421,1
"207",1769,48122.47919897,108657.72088428,27537.4467194969,107345.85824294,23062.2123465708,88839.1488406177,0,0,0,0,0,0,0,0
"208",1770.01,1234.389101144,2804.201840504,5574.08030125317,20546.9690442631,4805.87261229538,17503.748059731,0,0,0,0,0,0,0,0
"209",1770.02,612.191116199,1331.054559644,1203.74079097289,4371.47462626089,973.668866901358,3510.31358765984,0,0,0,0,0,0,0,0
"210",1771,20844.037563048,46517.687577592,11471.6134144292,44732.5496637309,9507.00609903108,36870.9207368352,0,0,0,2.14877551467099,0,1.50161235726421,2.14877551467099,1
"211",1772,31570.219252196,70697.445424261,20340.40978209,77329.0628926418,16838.9579351076,64146.6645501685,0,0,0,1.65805349352557,0,0,1.65805349352557,0
"212",1773,1764.209976147,3925.002696613,1054.23493557808,3760.35866724399,893.663766995175,3093.21960510245,0,0,0,0,0,0,0,0
"213",1774,8526.918010025,19489.146136746,5200.19035782633,18713.6620114019,4391.30384816638,15626.9082122835,0,0,0,0,0,0,0,0
"214",1775,15188.012315279,33872.907737416,8925.30844752501,31966.0993364687,7493.77093045442,26666.1990232988,0,0,0,0,0,0,0,0
"215",1776,1978.249649571,4463.80146155,1229.11177405214,4493.26386448395,1017.86496577515,3543.18096935871,0,0,0,0,0,0,0,0
"216",1777,10271.029059039,23331.27540667,5908.0455361654,20940.6938382095,5224.39197187642,18026.8502025805,0,0,0,1.59112669794761,0,0,1.59112669794761,0
"217",1778,23827.985084141,53485.12731884,13618.219435595,51450.5682361664,11168.2359160626,42143.0212109227,0,1.0947843274206,0,1.53747019847222,0,0,2.63225452589282,1
